"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0019787","ubiquitin-like protein transferase activ...",222,0,1.92,964,"1.00000","1.00000","1.00000","",""
"GO:0019788","NEDD8 transferase activity",9,0,0.08,965,"1.00000","1.00000","1.00000","",""
"GO:0019789","SUMO transferase activity",6,0,0.05,966,"1.00000","1.00000","1.00000","",""
"GO:0019825","oxygen binding",4,0,0.03,967,"1.00000","1.00000","1.00000","",""
"GO:0019826","oxygen sensor activity",3,0,0.03,968,"1.00000","1.00000","1.00000","",""
"GO:0019838","growth factor binding",10,0,0.09,969,"1.00000","1.00000","1.00000","",""
"GO:0019840","isoprenoid binding",5,0,0.04,970,"1.00000","1.00000","1.00000","",""
"GO:0019842","vitamin binding",16,0,0.14,971,"1.00000","1.00000","1.00000","",""
"GO:0019843","rRNA binding",37,0,0.32,972,"1.00000","1.00000","1.00000","",""
"GO:0019887","protein kinase regulator activity",71,0,0.61,973,"1.00000","1.00000","1.00000","",""
"GO:0019888","protein phosphatase regulator activity",25,0,0.22,974,"1.00000","1.00000","1.00000","",""
"GO:0019894","kinesin binding",8,0,0.07,975,"1.00000","1.00000","1.00000","",""
"GO:0019900","kinase binding",96,0,0.83,976,"1.00000","1.00000","1.00000","",""
"GO:0019901","protein kinase binding",85,0,0.74,977,"1.00000","1.00000","1.00000","",""
"GO:0019902","phosphatase binding",56,0,0.48,978,"1.00000","1.00000","1.00000","",""
"GO:0019903","protein phosphatase binding",55,0,0.48,979,"1.00000","1.00000","1.00000","",""
"GO:0019904","protein domain specific binding",107,0,0.93,980,"1.00000","1.00000","1.00000","",""
"GO:0019905","syntaxin binding",38,0,0.33,981,"1.00000","1.00000","1.00000","",""
"GO:0019955","cytokine binding",11,0,0.1,982,"1.00000","1.00000","1.00000","",""
"GO:0020037","heme binding",22,0,0.19,983,"1.00000","1.00000","1.00000","",""
"GO:0022803","passive transmembrane transporter activi...",232,0,2.01,984,"1.00000","1.00000","1.00000","",""
"GO:0022821","potassium ion antiporter activity",15,0,0.13,985,"1.00000","1.00000","1.00000","",""
"GO:0022824","transmitter-gated ion channel activity",33,0,0.29,986,"1.00000","1.00000","1.00000","",""
"GO:0022829","wide pore channel activity",10,0,0.09,987,"1.00000","1.00000","1.00000","",""
"GO:0022832","voltage-gated channel activity",53,0,0.46,988,"1.00000","1.00000","1.00000","",""
"GO:0022834","ligand-gated channel activity",74,0,0.64,989,"1.00000","1.00000","1.00000","",""
"GO:0022835","transmitter-gated channel activity",36,0,0.31,990,"1.00000","1.00000","1.00000","",""
"GO:0022836","gated channel activity",141,0,1.22,991,"1.00000","1.00000","1.00000","",""
"GO:0022839","ion gated channel activity",132,0,1.14,992,"1.00000","1.00000","1.00000","",""
"GO:0022840","leak channel activity",15,0,0.13,993,"1.00000","1.00000","1.00000","",""
"GO:0022841","potassium ion leak channel activity",15,0,0.13,994,"1.00000","1.00000","1.00000","",""
"GO:0022842","narrow pore channel activity",15,0,0.13,995,"1.00000","1.00000","1.00000","",""
"GO:0022843","voltage-gated cation channel activity",39,0,0.34,996,"1.00000","1.00000","1.00000","",""
"GO:0022848","acetylcholine-gated cation-selective cha...",12,0,0.1,997,"1.00000","1.00000","1.00000","",""
"GO:0022851","GABA-gated chloride ion channel activity",6,0,0.05,998,"1.00000","1.00000","1.00000","",""
"GO:0022852","glycine-gated chloride ion channel activ...",7,0,0.06,999,"1.00000","1.00000","1.00000","",""
"GO:0022883","zinc efflux transmembrane transporter ac...",5,0,0.04,1000,"1.00000","1.00000","1.00000","",""
"GO:0022884","macromolecule transmembrane transporter ...",14,0,0.12,1001,"1.00000","1.00000","1.00000","",""
"GO:0030159","signaling receptor complex adaptor activ...",11,0,0.1,1002,"1.00000","1.00000","1.00000","",""
"GO:0030165","PDZ domain binding",13,0,0.11,1003,"1.00000","1.00000","1.00000","",""
"GO:0030170","pyridoxal phosphate binding",14,0,0.12,1004,"1.00000","1.00000","1.00000","",""
"GO:0030215","semaphorin receptor binding",11,0,0.1,1005,"1.00000","1.00000","1.00000","",""
"GO:0030249","guanylate cyclase regulator activity",5,0,0.04,1006,"1.00000","1.00000","1.00000","",""
"GO:0030250","guanylate cyclase activator activity",5,0,0.04,1007,"1.00000","1.00000","1.00000","",""
"GO:0030276","clathrin binding",27,0,0.23,1008,"1.00000","1.00000","1.00000","",""
"GO:0030291","protein serine/threonine kinase inhibito...",4,0,0.03,1009,"1.00000","1.00000","1.00000","",""
"GO:0030295","protein kinase activator activity",20,0,0.17,1010,"1.00000","1.00000","1.00000","",""
"GO:0030296","protein tyrosine kinase activator activi...",7,0,0.06,1011,"1.00000","1.00000","1.00000","",""
"GO:0030297","transmembrane receptor protein tyrosine ...",4,0,0.03,1012,"1.00000","1.00000","1.00000","",""
"GO:0030306","ADP-ribosylation factor binding",6,0,0.05,1013,"1.00000","1.00000","1.00000","",""
"GO:0030332","cyclin binding",8,0,0.07,1014,"1.00000","1.00000","1.00000","",""
"GO:0030371","translation repressor activity",20,0,0.17,1015,"1.00000","1.00000","1.00000","",""
"GO:0030374","nuclear receptor transcription coactivat...",5,0,0.04,1016,"1.00000","1.00000","1.00000","",""
"GO:0030506","ankyrin binding",9,0,0.08,1017,"1.00000","1.00000","1.00000","",""
"GO:0030507","spectrin binding",9,0,0.08,1018,"1.00000","1.00000","1.00000","",""
"GO:0030515","snoRNA binding",43,0,0.37,1019,"1.00000","1.00000","1.00000","",""
"GO:0030523","dihydrolipoamide S-acyltransferase activ...",3,0,0.03,1020,"1.00000","1.00000","1.00000","",""
"GO:0030544","Hsp70 protein binding",4,0,0.03,1021,"1.00000","1.00000","1.00000","",""
"GO:0030545","receptor regulator activity",61,0,0.53,1022,"1.00000","1.00000","1.00000","",""
"GO:0030546","signaling receptor activator activity",58,0,0.5,1023,"1.00000","1.00000","1.00000","",""
"GO:0030547","receptor inhibitor activity",3,0,0.03,1024,"1.00000","1.00000","1.00000","",""
"GO:0030554","adenyl nucleotide binding",44,0,0.38,1025,"1.00000","1.00000","1.00000","",""
"GO:0030594","neurotransmitter receptor activity",79,0,0.68,1026,"1.00000","1.00000","1.00000","",""
"GO:0030619","U1 snRNA binding",7,0,0.06,1027,"1.00000","1.00000","1.00000","",""
"GO:0030620","U2 snRNA binding",7,0,0.06,1028,"1.00000","1.00000","1.00000","",""
"GO:0030621","U4 snRNA binding",6,0,0.05,1029,"1.00000","1.00000","1.00000","",""
"GO:0030628","pre-mRNA 3'-splice site binding",9,0,0.08,1030,"1.00000","1.00000","1.00000","",""
"GO:0030674","protein-macromolecule adaptor activity",77,0,0.67,1031,"1.00000","1.00000","1.00000","",""
"GO:0030676","Rac guanyl-nucleotide exchange factor ac...",9,0,0.08,1032,"1.00000","1.00000","1.00000","",""
"GO:0030695","GTPase regulator activity",137,0,1.19,1033,"1.00000","1.00000","1.00000","",""
"GO:0030898","actin-dependent ATPase activity",6,0,0.05,1034,"1.00000","1.00000","1.00000","",""
"GO:0030899","calcium-dependent ATPase activity",3,0,0.03,1035,"1.00000","1.00000","1.00000","",""
"GO:0030955","potassium ion binding",6,0,0.05,1036,"1.00000","1.00000","1.00000","",""
"GO:0030971","receptor tyrosine kinase binding",6,0,0.05,1037,"1.00000","1.00000","1.00000","",""
"GO:0030983","mismatched DNA binding",3,0,0.03,1038,"1.00000","1.00000","1.00000","",""
"GO:0031071","cysteine desulfurase activity",4,0,0.03,1039,"1.00000","1.00000","1.00000","",""
"GO:0031072","heat shock protein binding",15,0,0.13,1040,"1.00000","1.00000","1.00000","",""
"GO:0031208","POZ domain binding",15,0,0.13,1041,"1.00000","1.00000","1.00000","",""
"GO:0031267","small GTPase binding",212,0,1.83,1042,"1.00000","1.00000","1.00000","",""
"GO:0031369","translation initiation factor binding",23,0,0.2,1043,"1.00000","1.00000","1.00000","",""
"GO:0031386","protein tag",9,0,0.08,1044,"1.00000","1.00000","1.00000","",""
"GO:0031402","sodium ion binding",8,0,0.07,1045,"1.00000","1.00000","1.00000","",""
"GO:0031406","carboxylic acid binding",12,0,0.1,1046,"1.00000","1.00000","1.00000","",""
"GO:0031420","alkali metal ion binding",9,0,0.08,1047,"1.00000","1.00000","1.00000","",""
"GO:0031434","mitogen-activated protein kinase kinase ...",4,0,0.03,1048,"1.00000","1.00000","1.00000","",""
"GO:0031473","myosin III binding",4,0,0.03,1049,"1.00000","1.00000","1.00000","",""
"GO:0031490","chromatin DNA binding",38,0,0.33,1050,"1.00000","1.00000","1.00000","",""
"GO:0031491","nucleosome binding",8,0,0.07,1051,"1.00000","1.00000","1.00000","",""
"GO:0031593","polyubiquitin modification-dependent pro...",10,0,0.09,1052,"1.00000","1.00000","1.00000","",""
"GO:0031624","ubiquitin conjugating enzyme binding",25,0,0.22,1053,"1.00000","1.00000","1.00000","",""
"GO:0031625","ubiquitin protein ligase binding",78,0,0.67,1054,"1.00000","1.00000","1.00000","",""
"GO:0031683","G-protein beta/gamma-subunit complex bin...",7,0,0.06,1055,"1.00000","1.00000","1.00000","",""
"GO:0032027","myosin light chain binding",20,0,0.17,1056,"1.00000","1.00000","1.00000","",""
"GO:0032033","myosin II light chain binding",6,0,0.05,1057,"1.00000","1.00000","1.00000","",""
"GO:0032036","myosin heavy chain binding",7,0,0.06,1058,"1.00000","1.00000","1.00000","",""
"GO:0032050","clathrin heavy chain binding",5,0,0.04,1059,"1.00000","1.00000","1.00000","",""
"GO:0032093","SAM domain binding",3,0,0.03,1060,"1.00000","1.00000","1.00000","",""
"GO:0032135","DNA insertion or deletion binding",3,0,0.03,1061,"1.00000","1.00000","1.00000","",""
"GO:0032137","guanine/thymine mispair binding",3,0,0.03,1062,"1.00000","1.00000","1.00000","",""
"GO:0032138","single base insertion or deletion bindin...",3,0,0.03,1063,"1.00000","1.00000","1.00000","",""
"GO:0032182","ubiquitin-like protein binding",43,0,0.37,1064,"1.00000","1.00000","1.00000","",""
"GO:0032266","phosphatidylinositol-3-phosphate binding",15,0,0.13,1065,"1.00000","1.00000","1.00000","",""
"GO:0032296","double-stranded RNA-specific ribonucleas...",7,0,0.06,1066,"1.00000","1.00000","1.00000","",""
"GO:0032451","demethylase activity",17,0,0.15,1067,"1.00000","1.00000","1.00000","",""
"GO:0032452","histone demethylase activity",12,0,0.1,1068,"1.00000","1.00000","1.00000","",""
"GO:0032453","histone demethylase activity (H3-K4 spec...",7,0,0.06,1069,"1.00000","1.00000","1.00000","",""
"GO:0032454","histone demethylase activity (H3-K9 spec...",3,0,0.03,1070,"1.00000","1.00000","1.00000","",""
"GO:0032549","ribonucleoside binding",51,0,0.44,1071,"1.00000","1.00000","1.00000","",""
"GO:0032550","purine ribonucleoside binding",51,0,0.44,1072,"1.00000","1.00000","1.00000","",""
"GO:0032553","ribonucleotide binding",91,0,0.79,1073,"1.00000","1.00000","1.00000","",""
"GO:0032555","purine ribonucleotide binding",91,0,0.79,1074,"1.00000","1.00000","1.00000","",""
"GO:0032559","adenyl ribonucleotide binding",42,0,0.36,1075,"1.00000","1.00000","1.00000","",""
"GO:0032561","guanyl ribonucleotide binding",51,0,0.44,1076,"1.00000","1.00000","1.00000","",""
"GO:0032794","GTPase activating protein binding",10,0,0.09,1077,"1.00000","1.00000","1.00000","",""
"GO:0033041","sweet taste receptor activity",4,0,0.03,1078,"1.00000","1.00000","1.00000","",""
"GO:0033130","acetylcholine receptor binding",3,0,0.03,1079,"1.00000","1.00000","1.00000","",""
"GO:0033134","ubiquitin activating enzyme binding",6,0,0.05,1080,"1.00000","1.00000","1.00000","",""
"GO:0033192","calmodulin-dependent protein phosphatase...",3,0,0.03,1081,"1.00000","1.00000","1.00000","",""
"GO:0033328","peroxisome membrane targeting sequence b...",3,0,0.03,1082,"1.00000","1.00000","1.00000","",""
"GO:0033558","protein deacetylase activity",16,0,0.14,1083,"1.00000","1.00000","1.00000","",""
"GO:0033613","activating transcription factor binding",18,0,0.16,1084,"1.00000","1.00000","1.00000","",""
"GO:0034040","ATPase-coupled lipid transmembrane trans...",21,0,0.18,1085,"1.00000","1.00000","1.00000","",""
"GO:0034041","ATPase-coupled sterol transmembrane tran...",21,0,0.18,1086,"1.00000","1.00000","1.00000","",""
"GO:0034061","DNA polymerase activity",24,0,0.21,1087,"1.00000","1.00000","1.00000","",""
"GO:0034062","5'-3' RNA polymerase activity",28,0,0.24,1088,"1.00000","1.00000","1.00000","",""
"GO:0034212","peptide N-acetyltransferase activity",28,0,0.24,1089,"1.00000","1.00000","1.00000","",""
"GO:0034450","ubiquitin-ubiquitin ligase activity",6,0,0.05,1090,"1.00000","1.00000","1.00000","",""
"GO:0034452","dynactin binding",6,0,0.05,1091,"1.00000","1.00000","1.00000","",""
"GO:0034483","heparan sulfate sulfotransferase activit...",10,0,0.09,1092,"1.00000","1.00000","1.00000","",""
"GO:0034511","U3 snoRNA binding",9,0,0.08,1093,"1.00000","1.00000","1.00000","",""
"GO:0034512","box C/D snoRNA binding",10,0,0.09,1094,"1.00000","1.00000","1.00000","",""
"GO:0034513","box H/ACA snoRNA binding",5,0,0.04,1095,"1.00000","1.00000","1.00000","",""
"GO:0034584","piRNA binding",9,0,0.08,1096,"1.00000","1.00000","1.00000","",""
"GO:0034593","phosphatidylinositol bisphosphate phosph...",10,0,0.09,1097,"1.00000","1.00000","1.00000","",""
"GO:0034595","phosphatidylinositol phosphate 5-phospha...",4,0,0.03,1098,"1.00000","1.00000","1.00000","",""
"GO:0034596","phosphatidylinositol phosphate 4-phospha...",3,0,0.03,1099,"1.00000","1.00000","1.00000","",""
"GO:0034647","histone demethylase activity (H3-trimeth...",3,0,0.03,1100,"1.00000","1.00000","1.00000","",""
"GO:0034979","NAD-dependent protein deacetylase activi...",3,0,0.03,1101,"1.00000","1.00000","1.00000","",""
"GO:0035004","phosphatidylinositol 3-kinase activity",5,0,0.04,1102,"1.00000","1.00000","1.00000","",""
"GO:0035005","1-phosphatidylinositol-4-phosphate 3-kin...",3,0,0.03,1103,"1.00000","1.00000","1.00000","",""
"GO:0035035","histone acetyltransferase binding",7,0,0.06,1104,"1.00000","1.00000","1.00000","",""
"GO:0035049","juvenile hormone acid methyltransferase ...",5,0,0.04,1105,"1.00000","1.00000","1.00000","",""
"GO:0035064","methylated histone binding",15,0,0.13,1106,"1.00000","1.00000","1.00000","",""
"GO:0035091","phosphatidylinositol binding",68,0,0.59,1107,"1.00000","1.00000","1.00000","",""
"GO:0035100","ecdysone binding",7,0,0.06,1108,"1.00000","1.00000","1.00000","",""
"GO:0035173","histone kinase activity",14,0,0.12,1109,"1.00000","1.00000","1.00000","",""
"GO:0035174","histone serine kinase activity",5,0,0.04,1110,"1.00000","1.00000","1.00000","",""
"GO:0035184","histone threonine kinase activity",5,0,0.04,1111,"1.00000","1.00000","1.00000","",""
"GO:0035197","siRNA binding",4,0,0.03,1112,"1.00000","1.00000","1.00000","",""
"GO:0035241","protein-arginine omega-N monomethyltrans...",6,0,0.05,1113,"1.00000","1.00000","1.00000","",""
"GO:0035242","protein-arginine omega-N asymmetric meth...",8,0,0.07,1114,"1.00000","1.00000","1.00000","",""
"GO:0035243","protein-arginine omega-N symmetric methy...",4,0,0.03,1115,"1.00000","1.00000","1.00000","",""
"GO:0035250","UDP-galactosyltransferase activity",6,0,0.05,1116,"1.00000","1.00000","1.00000","",""
"GO:0035251","UDP-glucosyltransferase activity",9,0,0.08,1117,"1.00000","1.00000","1.00000","",""
"GO:0035252","UDP-xylosyltransferase activity",3,0,0.03,1118,"1.00000","1.00000","1.00000","",""
"GO:0035254","glutamate receptor binding",5,0,0.04,1119,"1.00000","1.00000","1.00000","",""
"GO:0035255","ionotropic glutamate receptor binding",4,0,0.03,1120,"1.00000","1.00000","1.00000","",""
"GO:0035257","nuclear hormone receptor binding",13,0,0.11,1121,"1.00000","1.00000","1.00000","",""
"GO:0035258","steroid hormone receptor binding",3,0,0.03,1122,"1.00000","1.00000","1.00000","",""
"GO:0035312","5'-3' exodeoxyribonuclease activity",5,0,0.04,1123,"1.00000","1.00000","1.00000","",""
"GO:0035514","DNA demethylase activity",3,0,0.03,1124,"1.00000","1.00000","1.00000","",""
"GO:0035516","oxidative DNA demethylase activity",3,0,0.03,1125,"1.00000","1.00000","1.00000","",""
"GO:0035591","signaling adaptor activity",29,0,0.25,1126,"1.00000","1.00000","1.00000","",""
"GO:0035612","AP-2 adaptor complex binding",4,0,0.03,1127,"1.00000","1.00000","1.00000","",""
"GO:0035639","purine ribonucleoside triphosphate bindi...",87,0,0.75,1128,"1.00000","1.00000","1.00000","",""
"GO:0035800","deubiquitinase activator activity",3,0,0.03,1129,"1.00000","1.00000","1.00000","",""
"GO:0036002","pre-mRNA binding",18,0,0.16,1130,"1.00000","1.00000","1.00000","",""
"GO:0036080","purine nucleotide-sugar transmembrane tr...",8,0,0.07,1131,"1.00000","1.00000","1.00000","",""
"GO:0036122","BMP binding",7,0,0.06,1132,"1.00000","1.00000","1.00000","",""
"GO:0036402","proteasome-activating ATPase activity",8,0,0.07,1133,"1.00000","1.00000","1.00000","",""
"GO:0036435","K48-linked polyubiquitin modification-de...",4,0,0.03,1134,"1.00000","1.00000","1.00000","",""
"GO:0038024","cargo receptor activity",13,0,0.11,1135,"1.00000","1.00000","1.00000","",""
"GO:0042043","neurexin family protein binding",16,0,0.14,1136,"1.00000","1.00000","1.00000","",""
"GO:0042134","rRNA primary transcript binding",4,0,0.03,1137,"1.00000","1.00000","1.00000","",""
"GO:0042162","telomeric DNA binding",10,0,0.09,1138,"1.00000","1.00000","1.00000","",""
"GO:0042165","neurotransmitter binding",11,0,0.1,1139,"1.00000","1.00000","1.00000","",""
"GO:0042166","acetylcholine binding",4,0,0.03,1140,"1.00000","1.00000","1.00000","",""
"GO:0042169","SH2 domain binding",10,0,0.09,1141,"1.00000","1.00000","1.00000","",""
"GO:0042171","lysophosphatidic acid acyltransferase ac...",4,0,0.03,1142,"1.00000","1.00000","1.00000","",""
"GO:0042281","dolichyl pyrophosphate Man9GlcNAc2 alpha...",3,0,0.03,1143,"1.00000","1.00000","1.00000","",""
"GO:0042285","xylosyltransferase activity",5,0,0.04,1144,"1.00000","1.00000","1.00000","",""
"GO:0042301","phosphate ion binding",4,0,0.03,1145,"1.00000","1.00000","1.00000","",""
"GO:0042562","hormone binding",25,0,0.22,1146,"1.00000","1.00000","1.00000","",""
"GO:0042799","histone methyltransferase activity (H4-K...",3,0,0.03,1147,"1.00000","1.00000","1.00000","",""
"GO:0042805","actinin binding",14,0,0.12,1148,"1.00000","1.00000","1.00000","",""
"GO:0042813","Wnt-activated receptor activity",10,0,0.09,1149,"1.00000","1.00000","1.00000","",""
"GO:0042826","histone deacetylase binding",21,0,0.18,1150,"1.00000","1.00000","1.00000","",""
"GO:0042887","amide transmembrane transporter activity",18,0,0.16,1151,"1.00000","1.00000","1.00000","",""
"GO:0042910","xenobiotic transmembrane transporter act...",4,0,0.03,1152,"1.00000","1.00000","1.00000","",""
"GO:0042923","neuropeptide binding",4,0,0.03,1153,"1.00000","1.00000","1.00000","",""
"GO:0042943","D-amino acid transmembrane transporter a...",4,0,0.03,1154,"1.00000","1.00000","1.00000","",""
"GO:0043014","alpha-tubulin binding",3,0,0.03,1155,"1.00000","1.00000","1.00000","",""
"GO:0043015","gamma-tubulin binding",7,0,0.06,1156,"1.00000","1.00000","1.00000","",""
"GO:0043021","ribonucleoprotein complex binding",51,0,0.44,1157,"1.00000","1.00000","1.00000","",""
"GO:0043022","ribosome binding",21,0,0.18,1158,"1.00000","1.00000","1.00000","",""
"GO:0043023","ribosomal large subunit binding",5,0,0.04,1159,"1.00000","1.00000","1.00000","",""
"GO:0043024","ribosomal small subunit binding",9,0,0.08,1160,"1.00000","1.00000","1.00000","",""
"GO:0043027","cysteine-type endopeptidase inhibitor ac...",9,0,0.08,1161,"1.00000","1.00000","1.00000","",""
"GO:0043028","cysteine-type endopeptidase regulator ac...",12,0,0.1,1162,"1.00000","1.00000","1.00000","",""
"GO:0043035","chromatin insulator sequence binding",12,0,0.1,1163,"1.00000","1.00000","1.00000","",""
"GO:0043130","ubiquitin binding",37,0,0.32,1164,"1.00000","1.00000","1.00000","",""
"GO:0043138","3'-5' DNA helicase activity",8,0,0.07,1165,"1.00000","1.00000","1.00000","",""
"GO:0043139","5'-3' DNA helicase activity",7,0,0.06,1166,"1.00000","1.00000","1.00000","",""
"GO:0043175","RNA polymerase core enzyme binding",18,0,0.16,1167,"1.00000","1.00000","1.00000","",""
"GO:0043176","amine binding",3,0,0.03,1168,"1.00000","1.00000","1.00000","",""
"GO:0043177","organic acid binding",12,0,0.1,1169,"1.00000","1.00000","1.00000","",""
"GO:0043178","alcohol binding",13,0,0.11,1170,"1.00000","1.00000","1.00000","",""
"GO:0043262","adenosine-diphosphatase activity",11,0,0.1,1171,"1.00000","1.00000","1.00000","",""
"GO:0043295","glutathione binding",4,0,0.03,1172,"1.00000","1.00000","1.00000","",""
"GO:0043394","proteoglycan binding",11,0,0.1,1173,"1.00000","1.00000","1.00000","",""
"GO:0043395","heparan sulfate proteoglycan binding",11,0,0.1,1174,"1.00000","1.00000","1.00000","",""
"GO:0043425","bHLH transcription factor binding",3,0,0.03,1175,"1.00000","1.00000","1.00000","",""
"GO:0043539","protein serine/threonine kinase activato...",5,0,0.04,1176,"1.00000","1.00000","1.00000","",""
"GO:0043548","phosphatidylinositol 3-kinase binding",5,0,0.04,1177,"1.00000","1.00000","1.00000","",""
"GO:0043559","insulin binding",4,0,0.03,1178,"1.00000","1.00000","1.00000","",""
"GO:0043560","insulin receptor substrate binding",4,0,0.03,1179,"1.00000","1.00000","1.00000","",""
"GO:0043565","sequence-specific DNA binding",398,0,3.44,1180,"1.00000","1.00000","1.00000","",""
"GO:0043621","protein self-association",7,0,0.06,1181,"1.00000","1.00000","1.00000","",""
"GO:0044183","protein folding chaperone",15,0,0.13,1182,"1.00000","1.00000","1.00000","",""
"GO:0044388","small protein activating enzyme binding",6,0,0.05,1183,"1.00000","1.00000","1.00000","",""
"GO:0044389","ubiquitin-like protein ligase binding",79,0,0.68,1184,"1.00000","1.00000","1.00000","",""
"GO:0044390","ubiquitin-like protein conjugating enzym...",25,0,0.22,1185,"1.00000","1.00000","1.00000","",""
"GO:0044877","protein-containing complex binding",225,0,1.95,1186,"1.00000","1.00000","1.00000","",""
"GO:0045134","uridine-diphosphatase activity",3,0,0.03,1187,"1.00000","1.00000","1.00000","",""
"GO:0045145","single-stranded DNA 5'-3' exodeoxyribonu...",3,0,0.03,1188,"1.00000","1.00000","1.00000","",""
"GO:0045153","electron transporter, transferring elect...",3,0,0.03,1189,"1.00000","1.00000","1.00000","",""
"GO:0045155","electron transporter, transferring elect...",4,0,0.03,1190,"1.00000","1.00000","1.00000","",""
"GO:0045159","myosin II binding",8,0,0.07,1191,"1.00000","1.00000","1.00000","",""
"GO:0045182","translation regulator activity",121,0,1.05,1192,"1.00000","1.00000","1.00000","",""
"GO:0045296","cadherin binding",20,0,0.17,1193,"1.00000","1.00000","1.00000","",""
"GO:0045309","protein phosphorylated amino acid bindin...",9,0,0.08,1194,"1.00000","1.00000","1.00000","",""
"GO:0045503","dynein light chain binding",53,0,0.46,1195,"1.00000","1.00000","1.00000","",""
"GO:0045504","dynein heavy chain binding",31,0,0.27,1196,"1.00000","1.00000","1.00000","",""
"GO:0045505","dynein intermediate chain binding",36,0,0.31,1197,"1.00000","1.00000","1.00000","",""
"GO:0046332","SMAD binding",5,0,0.04,1198,"1.00000","1.00000","1.00000","",""
"GO:0046527","glucosyltransferase activity",13,0,0.11,1199,"1.00000","1.00000","1.00000","",""
"GO:0046583","cation efflux transmembrane transporter ...",5,0,0.04,1200,"1.00000","1.00000","1.00000","",""
"GO:0046873","metal ion transmembrane transporter acti...",215,0,1.86,1201,"1.00000","1.00000","1.00000","",""
"GO:0046906","tetrapyrrole binding",22,0,0.19,1202,"1.00000","1.00000","1.00000","",""
"GO:0046912","transferase activity, transferring acyl ...",3,0,0.03,1203,"1.00000","1.00000","1.00000","",""
"GO:0046915","transition metal ion transmembrane trans...",29,0,0.25,1204,"1.00000","1.00000","1.00000","",""
"GO:0046920","alpha-(1->3)-fucosyltransferase activity",3,0,0.03,1205,"1.00000","1.00000","1.00000","",""
"GO:0046933","proton-transporting ATP synthase activit...",5,0,0.04,1206,"1.00000","1.00000","1.00000","",""
"GO:0046943","carboxylic acid transmembrane transporte...",113,0,0.98,1207,"1.00000","1.00000","1.00000","",""
"GO:0046974","histone methyltransferase activity (H3-K...",5,0,0.04,1208,"1.00000","1.00000","1.00000","",""
"GO:0046982","protein heterodimerization activity",146,0,1.26,1209,"1.00000","1.00000","1.00000","",""
"GO:0047263","N-acylsphingosine galactosyltransferase ...",3,0,0.03,1210,"1.00000","1.00000","1.00000","",""
"GO:0047429","nucleoside-triphosphate diphosphatase ac...",3,0,0.03,1211,"1.00000","1.00000","1.00000","",""
"GO:0047555","3',5'-cyclic-GMP phosphodiesterase activ...",5,0,0.04,1212,"1.00000","1.00000","1.00000","",""
"GO:0047952","glycerol-3-phosphate dehydrogenase [NAD(...",3,0,0.03,1213,"1.00000","1.00000","1.00000","",""
"GO:0048018","receptor ligand activity",54,0,0.47,1214,"1.00000","1.00000","1.00000","",""
"GO:0048019","receptor antagonist activity",3,0,0.03,1215,"1.00000","1.00000","1.00000","",""
"GO:0048027","mRNA 5'-UTR binding",7,0,0.06,1216,"1.00000","1.00000","1.00000","",""
"GO:0048038","quinone binding",6,0,0.05,1217,"1.00000","1.00000","1.00000","",""
"GO:0048039","ubiquinone binding",6,0,0.05,1218,"1.00000","1.00000","1.00000","",""
"GO:0048256","flap endonuclease activity",7,0,0.06,1219,"1.00000","1.00000","1.00000","",""
"GO:0048365","Rac GTPase binding",15,0,0.13,1220,"1.00000","1.00000","1.00000","",""
"GO:0048487","beta-tubulin binding",5,0,0.04,1221,"1.00000","1.00000","1.00000","",""
"GO:0050072","m7G(5')pppN diphosphatase activity",6,0,0.05,1222,"1.00000","1.00000","1.00000","",""
"GO:0050136","NADH dehydrogenase (quinone) activity",11,0,0.1,1223,"1.00000","1.00000","1.00000","",""
"GO:0050145","nucleoside monophosphate kinase activity",19,0,0.16,1224,"1.00000","1.00000","1.00000","",""
"GO:0050265","RNA uridylyltransferase activity",4,0,0.03,1225,"1.00000","1.00000","1.00000","",""
"GO:0050321","tau-protein kinase activity",4,0,0.03,1226,"1.00000","1.00000","1.00000","",""
"GO:0050508","glucuronosyl-N-acetylglucosaminyl-proteo...",3,0,0.03,1227,"1.00000","1.00000","1.00000","",""
"GO:0050509","N-acetylglucosaminyl-proteoglycan 4-beta...",3,0,0.03,1228,"1.00000","1.00000","1.00000","",""
"GO:0050567","glutaminyl-tRNA synthase (glutamine-hydr...",5,0,0.04,1229,"1.00000","1.00000","1.00000","",""
"GO:0050700","CARD domain binding",5,0,0.04,1230,"1.00000","1.00000","1.00000","",""
"GO:0050811","GABA receptor binding",6,0,0.05,1231,"1.00000","1.00000","1.00000","",""
"GO:0050815","phosphoserine residue binding",5,0,0.04,1232,"1.00000","1.00000","1.00000","",""
"GO:0050833","pyruvate transmembrane transporter activ...",13,0,0.11,1233,"1.00000","1.00000","1.00000","",""
"GO:0050839","cell adhesion molecule binding",68,0,0.59,1234,"1.00000","1.00000","1.00000","",""
"GO:0050840","extracellular matrix binding",10,0,0.09,1235,"1.00000","1.00000","1.00000","",""
"GO:0051010","microtubule plus-end binding",3,0,0.03,1236,"1.00000","1.00000","1.00000","",""
"GO:0051015","actin filament binding",52,0,0.45,1237,"1.00000","1.00000","1.00000","",""
"GO:0051018","protein kinase A binding",12,0,0.1,1238,"1.00000","1.00000","1.00000","",""
