"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0030545","receptor regulator activity",45,0,0.38,1001,"1.00000","1.00000","1.00000","",""
"GO:0030546","signaling receptor activator activity",42,0,0.35,1002,"1.00000","1.00000","1.00000","",""
"GO:0030547","receptor inhibitor activity",3,0,0.03,1003,"1.00000","1.00000","1.00000","",""
"GO:0030554","adenyl nucleotide binding",42,0,0.35,1004,"1.00000","1.00000","1.00000","",""
"GO:0030594","neurotransmitter receptor activity",80,0,0.67,1005,"1.00000","1.00000","1.00000","",""
"GO:0030619","U1 snRNA binding",7,0,0.06,1006,"1.00000","1.00000","1.00000","",""
"GO:0030620","U2 snRNA binding",7,0,0.06,1007,"1.00000","1.00000","1.00000","",""
"GO:0030621","U4 snRNA binding",5,0,0.04,1008,"1.00000","1.00000","1.00000","",""
"GO:0030628","pre-mRNA 3'-splice site binding",9,0,0.08,1009,"1.00000","1.00000","1.00000","",""
"GO:0030674","protein-macromolecule adaptor activity",73,0,0.61,1010,"1.00000","1.00000","1.00000","",""
"GO:0030676","Rac guanyl-nucleotide exchange factor ac...",9,0,0.08,1011,"1.00000","1.00000","1.00000","",""
"GO:0030695","GTPase regulator activity",139,0,1.16,1012,"1.00000","1.00000","1.00000","",""
"GO:0030898","actin-dependent ATPase activity",6,0,0.05,1013,"1.00000","1.00000","1.00000","",""
"GO:0030899","calcium-dependent ATPase activity",3,0,0.03,1014,"1.00000","1.00000","1.00000","",""
"GO:0030955","potassium ion binding",6,0,0.05,1015,"1.00000","1.00000","1.00000","",""
"GO:0030971","receptor tyrosine kinase binding",6,0,0.05,1016,"1.00000","1.00000","1.00000","",""
"GO:0030983","mismatched DNA binding",3,0,0.03,1017,"1.00000","1.00000","1.00000","",""
"GO:0031071","cysteine desulfurase activity",4,0,0.03,1018,"1.00000","1.00000","1.00000","",""
"GO:0031072","heat shock protein binding",13,0,0.11,1019,"1.00000","1.00000","1.00000","",""
"GO:0031208","POZ domain binding",15,0,0.13,1020,"1.00000","1.00000","1.00000","",""
"GO:0031267","small GTPase binding",208,0,1.74,1021,"1.00000","1.00000","1.00000","",""
"GO:0031369","translation initiation factor binding",23,0,0.19,1022,"1.00000","1.00000","1.00000","",""
"GO:0031386","protein tag",7,0,0.06,1023,"1.00000","1.00000","1.00000","",""
"GO:0031402","sodium ion binding",6,0,0.05,1024,"1.00000","1.00000","1.00000","",""
"GO:0031420","alkali metal ion binding",6,0,0.05,1025,"1.00000","1.00000","1.00000","",""
"GO:0031434","mitogen-activated protein kinase kinase ...",4,0,0.03,1026,"1.00000","1.00000","1.00000","",""
"GO:0031473","myosin III binding",4,0,0.03,1027,"1.00000","1.00000","1.00000","",""
"GO:0031490","chromatin DNA binding",36,0,0.3,1028,"1.00000","1.00000","1.00000","",""
"GO:0031491","nucleosome binding",8,0,0.07,1029,"1.00000","1.00000","1.00000","",""
"GO:0031593","polyubiquitin modification-dependent pro...",8,0,0.07,1030,"1.00000","1.00000","1.00000","",""
"GO:0031624","ubiquitin conjugating enzyme binding",24,0,0.2,1031,"1.00000","1.00000","1.00000","",""
"GO:0031625","ubiquitin protein ligase binding",75,0,0.63,1032,"1.00000","1.00000","1.00000","",""
"GO:0031683","G-protein beta/gamma-subunit complex bin...",7,0,0.06,1033,"1.00000","1.00000","1.00000","",""
"GO:0032027","myosin light chain binding",20,0,0.17,1034,"1.00000","1.00000","1.00000","",""
"GO:0032033","myosin II light chain binding",6,0,0.05,1035,"1.00000","1.00000","1.00000","",""
"GO:0032036","myosin heavy chain binding",7,0,0.06,1036,"1.00000","1.00000","1.00000","",""
"GO:0032050","clathrin heavy chain binding",5,0,0.04,1037,"1.00000","1.00000","1.00000","",""
"GO:0032093","SAM domain binding",3,0,0.03,1038,"1.00000","1.00000","1.00000","",""
"GO:0032135","DNA insertion or deletion binding",3,0,0.03,1039,"1.00000","1.00000","1.00000","",""
"GO:0032137","guanine/thymine mispair binding",3,0,0.03,1040,"1.00000","1.00000","1.00000","",""
"GO:0032138","single base insertion or deletion bindin...",3,0,0.03,1041,"1.00000","1.00000","1.00000","",""
"GO:0032182","ubiquitin-like protein binding",43,0,0.36,1042,"1.00000","1.00000","1.00000","",""
"GO:0032266","phosphatidylinositol-3-phosphate binding",15,0,0.13,1043,"1.00000","1.00000","1.00000","",""
"GO:0032296","double-stranded RNA-specific ribonucleas...",7,0,0.06,1044,"1.00000","1.00000","1.00000","",""
"GO:0032451","demethylase activity",17,0,0.14,1045,"1.00000","1.00000","1.00000","",""
"GO:0032452","histone demethylase activity",12,0,0.1,1046,"1.00000","1.00000","1.00000","",""
"GO:0032453","histone demethylase activity (H3-K4 spec...",7,0,0.06,1047,"1.00000","1.00000","1.00000","",""
"GO:0032454","histone demethylase activity (H3-K9 spec...",3,0,0.03,1048,"1.00000","1.00000","1.00000","",""
"GO:0032549","ribonucleoside binding",51,0,0.43,1049,"1.00000","1.00000","1.00000","",""
"GO:0032550","purine ribonucleoside binding",51,0,0.43,1050,"1.00000","1.00000","1.00000","",""
"GO:0032553","ribonucleotide binding",89,0,0.74,1051,"1.00000","1.00000","1.00000","",""
"GO:0032555","purine ribonucleotide binding",89,0,0.74,1052,"1.00000","1.00000","1.00000","",""
"GO:0032559","adenyl ribonucleotide binding",40,0,0.33,1053,"1.00000","1.00000","1.00000","",""
"GO:0032561","guanyl ribonucleotide binding",51,0,0.43,1054,"1.00000","1.00000","1.00000","",""
"GO:0032794","GTPase activating protein binding",8,0,0.07,1055,"1.00000","1.00000","1.00000","",""
"GO:0033041","sweet taste receptor activity",4,0,0.03,1056,"1.00000","1.00000","1.00000","",""
"GO:0033130","acetylcholine receptor binding",3,0,0.03,1057,"1.00000","1.00000","1.00000","",""
"GO:0033134","ubiquitin activating enzyme binding",6,0,0.05,1058,"1.00000","1.00000","1.00000","",""
"GO:0033328","peroxisome membrane targeting sequence b...",3,0,0.03,1059,"1.00000","1.00000","1.00000","",""
"GO:0033558","protein deacetylase activity",14,0,0.12,1060,"1.00000","1.00000","1.00000","",""
"GO:0033613","activating transcription factor binding",19,0,0.16,1061,"1.00000","1.00000","1.00000","",""
"GO:0034040","ATPase-coupled lipid transmembrane trans...",19,0,0.16,1062,"1.00000","1.00000","1.00000","",""
"GO:0034041","ATPase-coupled sterol transmembrane tran...",19,0,0.16,1063,"1.00000","1.00000","1.00000","",""
"GO:0034061","DNA polymerase activity",23,0,0.19,1064,"1.00000","1.00000","1.00000","",""
"GO:0034062","5'-3' RNA polymerase activity",27,0,0.23,1065,"1.00000","1.00000","1.00000","",""
"GO:0034185","apolipoprotein binding",5,0,0.04,1066,"1.00000","1.00000","1.00000","",""
"GO:0034212","peptide N-acetyltransferase activity",28,0,0.23,1067,"1.00000","1.00000","1.00000","",""
"GO:0034450","ubiquitin-ubiquitin ligase activity",6,0,0.05,1068,"1.00000","1.00000","1.00000","",""
"GO:0034452","dynactin binding",6,0,0.05,1069,"1.00000","1.00000","1.00000","",""
"GO:0034483","heparan sulfate sulfotransferase activit...",10,0,0.08,1070,"1.00000","1.00000","1.00000","",""
"GO:0034511","U3 snoRNA binding",9,0,0.08,1071,"1.00000","1.00000","1.00000","",""
"GO:0034512","box C/D snoRNA binding",10,0,0.08,1072,"1.00000","1.00000","1.00000","",""
"GO:0034513","box H/ACA snoRNA binding",5,0,0.04,1073,"1.00000","1.00000","1.00000","",""
"GO:0034584","piRNA binding",9,0,0.08,1074,"1.00000","1.00000","1.00000","",""
"GO:0034593","phosphatidylinositol bisphosphate phosph...",10,0,0.08,1075,"1.00000","1.00000","1.00000","",""
"GO:0034595","phosphatidylinositol phosphate 5-phospha...",4,0,0.03,1076,"1.00000","1.00000","1.00000","",""
"GO:0034596","phosphatidylinositol phosphate 4-phospha...",3,0,0.03,1077,"1.00000","1.00000","1.00000","",""
"GO:0034647","histone demethylase activity (H3-trimeth...",3,0,0.03,1078,"1.00000","1.00000","1.00000","",""
"GO:0034979","NAD-dependent protein deacetylase activi...",3,0,0.03,1079,"1.00000","1.00000","1.00000","",""
"GO:0035004","phosphatidylinositol 3-kinase activity",3,0,0.03,1080,"1.00000","1.00000","1.00000","",""
"GO:0035035","histone acetyltransferase binding",7,0,0.06,1081,"1.00000","1.00000","1.00000","",""
"GO:0035049","juvenile hormone acid methyltransferase ...",5,0,0.04,1082,"1.00000","1.00000","1.00000","",""
"GO:0035064","methylated histone binding",15,0,0.13,1083,"1.00000","1.00000","1.00000","",""
"GO:0035091","phosphatidylinositol binding",66,0,0.55,1084,"1.00000","1.00000","1.00000","",""
"GO:0035100","ecdysone binding",7,0,0.06,1085,"1.00000","1.00000","1.00000","",""
"GO:0035173","histone kinase activity",12,0,0.1,1086,"1.00000","1.00000","1.00000","",""
"GO:0035174","histone serine kinase activity",5,0,0.04,1087,"1.00000","1.00000","1.00000","",""
"GO:0035184","histone threonine kinase activity",3,0,0.03,1088,"1.00000","1.00000","1.00000","",""
"GO:0035197","siRNA binding",4,0,0.03,1089,"1.00000","1.00000","1.00000","",""
"GO:0035241","protein-arginine omega-N monomethyltrans...",6,0,0.05,1090,"1.00000","1.00000","1.00000","",""
"GO:0035242","protein-arginine omega-N asymmetric meth...",8,0,0.07,1091,"1.00000","1.00000","1.00000","",""
"GO:0035243","protein-arginine omega-N symmetric methy...",4,0,0.03,1092,"1.00000","1.00000","1.00000","",""
"GO:0035250","UDP-galactosyltransferase activity",3,0,0.03,1093,"1.00000","1.00000","1.00000","",""
"GO:0035251","UDP-glucosyltransferase activity",9,0,0.08,1094,"1.00000","1.00000","1.00000","",""
"GO:0035252","UDP-xylosyltransferase activity",3,0,0.03,1095,"1.00000","1.00000","1.00000","",""
"GO:0035254","glutamate receptor binding",5,0,0.04,1096,"1.00000","1.00000","1.00000","",""
"GO:0035255","ionotropic glutamate receptor binding",4,0,0.03,1097,"1.00000","1.00000","1.00000","",""
"GO:0035257","nuclear hormone receptor binding",12,0,0.1,1098,"1.00000","1.00000","1.00000","",""
"GO:0035312","5'-3' exodeoxyribonuclease activity",5,0,0.04,1099,"1.00000","1.00000","1.00000","",""
"GO:0035514","DNA demethylase activity",3,0,0.03,1100,"1.00000","1.00000","1.00000","",""
"GO:0035516","oxidative DNA demethylase activity",3,0,0.03,1101,"1.00000","1.00000","1.00000","",""
"GO:0035591","signaling adaptor activity",27,0,0.23,1102,"1.00000","1.00000","1.00000","",""
"GO:0035612","AP-2 adaptor complex binding",4,0,0.03,1103,"1.00000","1.00000","1.00000","",""
"GO:0035639","purine ribonucleoside triphosphate bindi...",85,0,0.71,1104,"1.00000","1.00000","1.00000","",""
"GO:0035800","deubiquitinase activator activity",3,0,0.03,1105,"1.00000","1.00000","1.00000","",""
"GO:0036002","pre-mRNA binding",18,0,0.15,1106,"1.00000","1.00000","1.00000","",""
"GO:0036080","purine nucleotide-sugar transmembrane tr...",8,0,0.07,1107,"1.00000","1.00000","1.00000","",""
"GO:0036122","BMP binding",7,0,0.06,1108,"1.00000","1.00000","1.00000","",""
"GO:0036402","proteasome-activating ATPase activity",8,0,0.07,1109,"1.00000","1.00000","1.00000","",""
"GO:0036435","K48-linked polyubiquitin modification-de...",4,0,0.03,1110,"1.00000","1.00000","1.00000","",""
"GO:0038024","cargo receptor activity",13,0,0.11,1111,"1.00000","1.00000","1.00000","",""
"GO:0042043","neurexin family protein binding",21,0,0.18,1112,"1.00000","1.00000","1.00000","",""
"GO:0042054","histone methyltransferase activity",36,0,0.3,1113,"1.00000","1.00000","1.00000","",""
"GO:0042134","rRNA primary transcript binding",4,0,0.03,1114,"1.00000","1.00000","1.00000","",""
"GO:0042162","telomeric DNA binding",10,0,0.08,1115,"1.00000","1.00000","1.00000","",""
"GO:0042165","neurotransmitter binding",8,0,0.07,1116,"1.00000","1.00000","1.00000","",""
"GO:0042169","SH2 domain binding",10,0,0.08,1117,"1.00000","1.00000","1.00000","",""
"GO:0042171","lysophosphatidic acid acyltransferase ac...",4,0,0.03,1118,"1.00000","1.00000","1.00000","",""
"GO:0042281","dolichyl pyrophosphate Man9GlcNAc2 alpha...",3,0,0.03,1119,"1.00000","1.00000","1.00000","",""
"GO:0042285","xylosyltransferase activity",5,0,0.04,1120,"1.00000","1.00000","1.00000","",""
"GO:0042301","phosphate ion binding",4,0,0.03,1121,"1.00000","1.00000","1.00000","",""
"GO:0042393","histone binding",49,0,0.41,1122,"1.00000","1.00000","1.00000","",""
"GO:0042562","hormone binding",20,0,0.17,1123,"1.00000","1.00000","1.00000","",""
"GO:0042625","ATPase-coupled ion transmembrane transpo...",34,0,0.28,1124,"1.00000","1.00000","1.00000","",""
"GO:0042626","ATPase-coupled transmembrane transporter...",84,0,0.7,1125,"1.00000","1.00000","1.00000","",""
"GO:0042799","histone methyltransferase activity (H4-K...",3,0,0.03,1126,"1.00000","1.00000","1.00000","",""
"GO:0042800","histone methyltransferase activity (H3-K...",8,0,0.07,1127,"1.00000","1.00000","1.00000","",""
"GO:0042805","actinin binding",6,0,0.05,1128,"1.00000","1.00000","1.00000","",""
"GO:0042813","Wnt-activated receptor activity",8,0,0.07,1129,"1.00000","1.00000","1.00000","",""
"GO:0042826","histone deacetylase binding",21,0,0.18,1130,"1.00000","1.00000","1.00000","",""
"GO:0042887","amide transmembrane transporter activity",18,0,0.15,1131,"1.00000","1.00000","1.00000","",""
"GO:0042910","xenobiotic transmembrane transporter act...",4,0,0.03,1132,"1.00000","1.00000","1.00000","",""
"GO:0042943","D-amino acid transmembrane transporter a...",4,0,0.03,1133,"1.00000","1.00000","1.00000","",""
"GO:0043014","alpha-tubulin binding",3,0,0.03,1134,"1.00000","1.00000","1.00000","",""
"GO:0043015","gamma-tubulin binding",8,0,0.07,1135,"1.00000","1.00000","1.00000","",""
"GO:0043021","ribonucleoprotein complex binding",49,0,0.41,1136,"1.00000","1.00000","1.00000","",""
"GO:0043022","ribosome binding",21,0,0.18,1137,"1.00000","1.00000","1.00000","",""
"GO:0043023","ribosomal large subunit binding",5,0,0.04,1138,"1.00000","1.00000","1.00000","",""
"GO:0043024","ribosomal small subunit binding",9,0,0.08,1139,"1.00000","1.00000","1.00000","",""
"GO:0043027","cysteine-type endopeptidase inhibitor ac...",9,0,0.08,1140,"1.00000","1.00000","1.00000","",""
"GO:0043028","cysteine-type endopeptidase regulator ac...",12,0,0.1,1141,"1.00000","1.00000","1.00000","",""
"GO:0043035","chromatin insulator sequence binding",11,0,0.09,1142,"1.00000","1.00000","1.00000","",""
"GO:0043130","ubiquitin binding",37,0,0.31,1143,"1.00000","1.00000","1.00000","",""
"GO:0043138","3'-5' DNA helicase activity",8,0,0.07,1144,"1.00000","1.00000","1.00000","",""
"GO:0043139","5'-3' DNA helicase activity",7,0,0.06,1145,"1.00000","1.00000","1.00000","",""
"GO:0043175","RNA polymerase core enzyme binding",18,0,0.15,1146,"1.00000","1.00000","1.00000","",""
"GO:0043176","amine binding",3,0,0.03,1147,"1.00000","1.00000","1.00000","",""
"GO:0043262","adenosine-diphosphatase activity",11,0,0.09,1148,"1.00000","1.00000","1.00000","",""
"GO:0043295","glutathione binding",6,0,0.05,1149,"1.00000","1.00000","1.00000","",""
"GO:0043394","proteoglycan binding",11,0,0.09,1150,"1.00000","1.00000","1.00000","",""
"GO:0043395","heparan sulfate proteoglycan binding",11,0,0.09,1151,"1.00000","1.00000","1.00000","",""
"GO:0043425","bHLH transcription factor binding",3,0,0.03,1152,"1.00000","1.00000","1.00000","",""
"GO:0043492","ATPase activity, coupled to movement of ...",93,0,0.78,1153,"1.00000","1.00000","1.00000","",""
"GO:0043539","protein serine/threonine kinase activato...",5,0,0.04,1154,"1.00000","1.00000","1.00000","",""
"GO:0043548","phosphatidylinositol 3-kinase binding",5,0,0.04,1155,"1.00000","1.00000","1.00000","",""
"GO:0043559","insulin binding",4,0,0.03,1156,"1.00000","1.00000","1.00000","",""
"GO:0043560","insulin receptor substrate binding",4,0,0.03,1157,"1.00000","1.00000","1.00000","",""
"GO:0043565","sequence-specific DNA binding",382,0,3.19,1158,"1.00000","1.00000","1.00000","",""
"GO:0043621","protein self-association",6,0,0.05,1159,"1.00000","1.00000","1.00000","",""
"GO:0043855","cyclic nucleotide-gated ion channel acti...",10,0,0.08,1160,"1.00000","1.00000","1.00000","",""
"GO:0044183","protein folding chaperone",14,0,0.12,1161,"1.00000","1.00000","1.00000","",""
"GO:0044388","small protein activating enzyme binding",6,0,0.05,1162,"1.00000","1.00000","1.00000","",""
"GO:0044389","ubiquitin-like protein ligase binding",76,0,0.64,1163,"1.00000","1.00000","1.00000","",""
"GO:0044390","ubiquitin-like protein conjugating enzym...",24,0,0.2,1164,"1.00000","1.00000","1.00000","",""
"GO:0044769","ATPase activity, coupled to transmembran...",13,0,0.11,1165,"1.00000","1.00000","1.00000","",""
"GO:0044877","protein-containing complex binding",205,0,1.71,1166,"1.00000","1.00000","1.00000","",""
"GO:0045134","uridine-diphosphatase activity",3,0,0.03,1167,"1.00000","1.00000","1.00000","",""
"GO:0045145","single-stranded DNA 5'-3' exodeoxyribonu...",3,0,0.03,1168,"1.00000","1.00000","1.00000","",""
"GO:0045159","myosin II binding",8,0,0.07,1169,"1.00000","1.00000","1.00000","",""
"GO:0045174","glutathione dehydrogenase (ascorbate) ac...",4,0,0.03,1170,"1.00000","1.00000","1.00000","",""
"GO:0045182","translation regulator activity",124,0,1.04,1171,"1.00000","1.00000","1.00000","",""
"GO:0045296","cadherin binding",20,0,0.17,1172,"1.00000","1.00000","1.00000","",""
"GO:0045309","protein phosphorylated amino acid bindin...",9,0,0.08,1173,"1.00000","1.00000","1.00000","",""
"GO:0045503","dynein light chain binding",49,0,0.41,1174,"1.00000","1.00000","1.00000","",""
"GO:0045504","dynein heavy chain binding",27,0,0.23,1175,"1.00000","1.00000","1.00000","",""
"GO:0045505","dynein intermediate chain binding",34,0,0.28,1176,"1.00000","1.00000","1.00000","",""
"GO:0046030","inositol trisphosphate phosphatase activ...",4,0,0.03,1177,"1.00000","1.00000","1.00000","",""
"GO:0046332","SMAD binding",4,0,0.03,1178,"1.00000","1.00000","1.00000","",""
"GO:0046527","glucosyltransferase activity",13,0,0.11,1179,"1.00000","1.00000","1.00000","",""
"GO:0046583","cation efflux transmembrane transporter ...",5,0,0.04,1180,"1.00000","1.00000","1.00000","",""
"GO:0046873","metal ion transmembrane transporter acti...",224,0,1.87,1181,"1.00000","1.00000","1.00000","",""
"GO:0046912","transferase activity, transferring acyl ...",3,0,0.03,1182,"1.00000","1.00000","1.00000","",""
"GO:0046915","transition metal ion transmembrane trans...",30,0,0.25,1183,"1.00000","1.00000","1.00000","",""
"GO:0046920","alpha-(1->3)-fucosyltransferase activity",3,0,0.03,1184,"1.00000","1.00000","1.00000","",""
"GO:0046933","proton-transporting ATP synthase activit...",4,0,0.03,1185,"1.00000","1.00000","1.00000","",""
"GO:0046943","carboxylic acid transmembrane transporte...",116,0,0.97,1186,"1.00000","1.00000","1.00000","",""
"GO:0046961","proton-transporting ATPase activity, rot...",9,0,0.08,1187,"1.00000","1.00000","1.00000","",""
"GO:0046974","histone methyltransferase activity (H3-K...",5,0,0.04,1188,"1.00000","1.00000","1.00000","",""
"GO:0046975","histone methyltransferase activity (H3-K...",7,0,0.06,1189,"1.00000","1.00000","1.00000","",""
"GO:0046982","protein heterodimerization activity",137,0,1.15,1190,"1.00000","1.00000","1.00000","",""
"GO:0047429","nucleoside-triphosphate diphosphatase ac...",3,0,0.03,1191,"1.00000","1.00000","1.00000","",""
"GO:0047555","3',5'-cyclic-GMP phosphodiesterase activ...",5,0,0.04,1192,"1.00000","1.00000","1.00000","",""
"GO:0047952","glycerol-3-phosphate dehydrogenase [NAD(...",3,0,0.03,1193,"1.00000","1.00000","1.00000","",""
"GO:0048018","receptor ligand activity",38,0,0.32,1194,"1.00000","1.00000","1.00000","",""
"GO:0048019","receptor antagonist activity",3,0,0.03,1195,"1.00000","1.00000","1.00000","",""
"GO:0048027","mRNA 5'-UTR binding",6,0,0.05,1196,"1.00000","1.00000","1.00000","",""
"GO:0048038","quinone binding",7,0,0.06,1197,"1.00000","1.00000","1.00000","",""
"GO:0048039","ubiquinone binding",7,0,0.06,1198,"1.00000","1.00000","1.00000","",""
"GO:0048185","activin binding",6,0,0.05,1199,"1.00000","1.00000","1.00000","",""
"GO:0048256","flap endonuclease activity",7,0,0.06,1200,"1.00000","1.00000","1.00000","",""
"GO:0048365","Rac GTPase binding",14,0,0.12,1201,"1.00000","1.00000","1.00000","",""
"GO:0048487","beta-tubulin binding",4,0,0.03,1202,"1.00000","1.00000","1.00000","",""
"GO:0048531","beta-1,3-galactosyltransferase activity",4,0,0.03,1203,"1.00000","1.00000","1.00000","",""
"GO:0050072","m7G(5')pppN diphosphatase activity",6,0,0.05,1204,"1.00000","1.00000","1.00000","",""
"GO:0050136","NADH dehydrogenase (quinone) activity",9,0,0.08,1205,"1.00000","1.00000","1.00000","",""
"GO:0050145","nucleoside monophosphate kinase activity",21,0,0.18,1206,"1.00000","1.00000","1.00000","",""
"GO:0050265","RNA uridylyltransferase activity",4,0,0.03,1207,"1.00000","1.00000","1.00000","",""
"GO:0050321","tau-protein kinase activity",4,0,0.03,1208,"1.00000","1.00000","1.00000","",""
"GO:0050508","glucuronosyl-N-acetylglucosaminyl-proteo...",3,0,0.03,1209,"1.00000","1.00000","1.00000","",""
"GO:0050509","N-acetylglucosaminyl-proteoglycan 4-beta...",3,0,0.03,1210,"1.00000","1.00000","1.00000","",""
"GO:0050567","glutaminyl-tRNA synthase (glutamine-hydr...",5,0,0.04,1211,"1.00000","1.00000","1.00000","",""
"GO:0050699","WW domain binding",5,0,0.04,1212,"1.00000","1.00000","1.00000","",""
"GO:0050700","CARD domain binding",5,0,0.04,1213,"1.00000","1.00000","1.00000","",""
"GO:0050811","GABA receptor binding",5,0,0.04,1214,"1.00000","1.00000","1.00000","",""
"GO:0050815","phosphoserine residue binding",5,0,0.04,1215,"1.00000","1.00000","1.00000","",""
"GO:0050833","pyruvate transmembrane transporter activ...",13,0,0.11,1216,"1.00000","1.00000","1.00000","",""
"GO:0050839","cell adhesion molecule binding",67,0,0.56,1217,"1.00000","1.00000","1.00000","",""
"GO:0050840","extracellular matrix binding",10,0,0.08,1218,"1.00000","1.00000","1.00000","",""
"GO:0051010","microtubule plus-end binding",5,0,0.04,1219,"1.00000","1.00000","1.00000","",""
"GO:0051015","actin filament binding",42,0,0.35,1220,"1.00000","1.00000","1.00000","",""
"GO:0051018","protein kinase A binding",12,0,0.1,1221,"1.00000","1.00000","1.00000","",""
"GO:0051019","mitogen-activated protein kinase binding",5,0,0.04,1222,"1.00000","1.00000","1.00000","",""
"GO:0051020","GTPase binding",234,0,1.96,1223,"1.00000","1.00000","1.00000","",""
"GO:0051082","unfolded protein binding",55,0,0.46,1224,"1.00000","1.00000","1.00000","",""
"GO:0051087","chaperone binding",14,0,0.12,1225,"1.00000","1.00000","1.00000","",""
"GO:0051119","sugar transmembrane transporter activity",12,0,0.1,1226,"1.00000","1.00000","1.00000","",""
"GO:0051139","metal ion:proton antiporter activity",7,0,0.06,1227,"1.00000","1.00000","1.00000","",""
"GO:0051213","dioxygenase activity",22,0,0.18,1228,"1.00000","1.00000","1.00000","",""
"GO:0051219","phosphoprotein binding",11,0,0.09,1229,"1.00000","1.00000","1.00000","",""
"GO:0051287","NAD binding",3,0,0.03,1230,"1.00000","1.00000","1.00000","",""
"GO:0051371","muscle alpha-actinin binding",5,0,0.04,1231,"1.00000","1.00000","1.00000","",""
"GO:0051377","mannose-ethanolamine phosphotransferase ...",4,0,0.03,1232,"1.00000","1.00000","1.00000","",""
"GO:0051393","alpha-actinin binding",6,0,0.05,1233,"1.00000","1.00000","1.00000","",""
"GO:0051427","hormone receptor binding",12,0,0.1,1234,"1.00000","1.00000","1.00000","",""
"GO:0051536","iron-sulfur cluster binding",19,0,0.16,1235,"1.00000","1.00000","1.00000","",""
"GO:0051537","2 iron, 2 sulfur cluster binding",12,0,0.1,1236,"1.00000","1.00000","1.00000","",""
"GO:0051539","4 iron, 4 sulfur cluster binding",7,0,0.06,1237,"1.00000","1.00000","1.00000","",""
"GO:0051540","metal cluster binding",19,0,0.16,1238,"1.00000","1.00000","1.00000","",""
"GO:0051721","protein phosphatase 2A binding",3,0,0.03,1239,"1.00000","1.00000","1.00000","",""
"GO:0051731","polynucleotide 5'-hydroxyl-kinase activi...",5,0,0.04,1240,"1.00000","1.00000","1.00000","",""
"GO:0051864","histone demethylase activity (H3-K36 spe...",3,0,0.03,1241,"1.00000","1.00000","1.00000","",""
"GO:0051879","Hsp90 protein binding",3,0,0.03,1242,"1.00000","1.00000","1.00000","",""
"GO:0051908","double-stranded DNA 5'-3' exodeoxyribonu...",3,0,0.03,1243,"1.00000","1.00000","1.00000","",""
"GO:0051920","peroxiredoxin activity",4,0,0.03,1244,"1.00000","1.00000","1.00000","",""
"GO:0051959","dynein light intermediate chain binding",35,0,0.29,1245,"1.00000","1.00000","1.00000","",""
"GO:0051998","protein carboxyl O-methyltransferase act...",5,0,0.04,1246,"1.00000","1.00000","1.00000","",""
"GO:0052381","tRNA dimethylallyltransferase activity",3,0,0.03,1247,"1.00000","1.00000","1.00000","",""
"GO:0052720","class II DNA-(apurinic or apyrimidinic s...",5,0,0.04,1248,"1.00000","1.00000","1.00000","",""
"GO:0052742","phosphatidylinositol kinase activity",9,0,0.08,1249,"1.00000","1.00000","1.00000","",""
"GO:0052744","phosphatidylinositol monophosphate phosp...",9,0,0.08,1250,"1.00000","1.00000","1.00000","",""
"GO:0052745","inositol phosphate phosphatase activity",16,0,0.13,1251,"1.00000","1.00000","1.00000","",""
"GO:0052834","inositol monophosphate phosphatase activ...",5,0,0.04,1252,"1.00000","1.00000","1.00000","",""
"GO:0052866","phosphatidylinositol phosphate phosphata...",17,0,0.14,1253,"1.00000","1.00000","1.00000","",""
"GO:0060090","molecular adaptor activity",74,0,0.62,1254,"1.00000","1.00000","1.00000","",""
"GO:0060589","nucleoside-triphosphatase regulator acti...",148,0,1.24,1255,"1.00000","1.00000","1.00000","",""
"GO:0060590","ATPase regulator activity",9,0,0.08,1256,"1.00000","1.00000","1.00000","",""
"GO:0061575","cyclin-dependent protein serine/threonin...",3,0,0.03,1257,"1.00000","1.00000","1.00000","",""
"GO:0061578","Lys63-specific deubiquitinase activity",4,0,0.03,1258,"1.00000","1.00000","1.00000","",""
"GO:0061629","RNA polymerase II-specific DNA-binding t...",30,0,0.25,1259,"1.00000","1.00000","1.00000","",""
"GO:0061630","ubiquitin protein ligase activity",127,0,1.06,1260,"1.00000","1.00000","1.00000","",""
"GO:0061631","ubiquitin conjugating enzyme activity",7,0,0.06,1261,"1.00000","1.00000","1.00000","",""
"GO:0061650","ubiquitin-like protein conjugating enzym...",7,0,0.06,1262,"1.00000","1.00000","1.00000","",""
"GO:0061659","ubiquitin-like protein ligase activity",131,0,1.1,1263,"1.00000","1.00000","1.00000","",""
"GO:0061663","NEDD8 ligase activity",5,0,0.04,1264,"1.00000","1.00000","1.00000","",""
"GO:0061665","SUMO ligase activity",4,0,0.03,1265,"1.00000","1.00000","1.00000","",""
"GO:0061731","ribonucleoside-diphosphate reductase act...",6,0,0.05,1266,"1.00000","1.00000","1.00000","",""
"GO:0061733","peptide-lysine-N-acetyltransferase activ...",19,0,0.16,1267,"1.00000","1.00000","1.00000","",""
"GO:0061778","intracellular chloride channel activity",9,0,0.08,1268,"1.00000","1.00000","1.00000","",""
"GO:0061797","pH-gated chloride channel activity",5,0,0.04,1269,"1.00000","1.00000","1.00000","",""
"GO:0061980","regulatory RNA binding",14,0,0.12,1270,"1.00000","1.00000","1.00000","",""
